0.jpg	[{"transcription": "up", "points": [[654, 654], [699, 654], [699, 698], [654, 698]]}, {"transcription": "down", "points": [[649, 720], [694, 720], [694, 764], [649, 764]]}, {"transcription": "up", "points": [[235, 898], [276, 898], [276, 937], [235, 937]]}, {"transcription": "down", "points": [[234, 957], [276, 957], [276, 999], [234, 999]]}, {"transcription": "CH", "points": [[236, 859], [272, 859], [272, 896], [236, 896]]}, {"transcription": "1", "points": [[613, 353], [668, 353], [668, 432], [613, 432]]}, {"transcription": "5", "points": [[699, 350], [761, 350], [761, 430], [699, 430]]}, {"transcription": "up", "points": [[610, 442], [667, 442], [667, 511], [610, 511]]}, {"transcription": "down", "points": [[698, 440], [755, 440], [755, 512], [698, 512]]}]
19.jpg	[{"transcription": "8", "points": [[310, 42], [449, 42], [449, 83], [310, 83]]}, {"transcription": "4", "points": [[316, 217], [437, 217], [437, 257], [316, 257]]}, {"transcription": "7", "points": [[309, 94], [445, 94], [445, 135], [309, 135]]}, {"transcription": "6", "points": [[311, 139], [442, 139], [442, 180], [311, 180]]}, {"transcription": "5", "points": [[317, 180], [439, 180], [439, 220], [317, 220]]}, {"transcription": "2", "points": [[322, 284], [430, 284], [430, 321], [322, 321]]}, {"transcription": "3", "points": [[321, 252], [432, 252], [432, 287], [321, 287]]}, {"transcription": "1", "points": [[327, 313], [428, 313], [428, 350], [327, 350]]}]
21.jpg	[{"transcription": "up", "points": [[771, 309], [882, 309], [882, 415], [771, 415]]}]
22.jpg	[{"transcription": "text_bridge", "points": [[960, 1080], [1324, 1080], [1324, 1453], [960, 1453]]}, {"transcription": "text_street", "points": [[953, 636], [1329, 636], [1329, 1014], [953, 1014]]}, {"transcription": "text_plaza", "points": [[1909, 868], [2248, 868], [2248, 1246], [1909, 1246]]}, {"transcription": "3", "points": [[1429, 422], [1836, 422], [1836, 797], [1429, 797]]}, {"transcription": "3", "points": [[1907, 431], [2265, 431], [2265, 800], [1907, 800]]}, {"transcription": "13", "points": [[1927, 4], [2265, 4], [2265, 366], [1927, 366]]}, {"transcription": "13", "points": [[1424, 1], [1838, 1], [1838, 336], [1424, 336]]}, {"transcription": "empty", "points": [[960, 190], [1329, 190], [1329, 566], [960, 566]]}, {"transcription": "BR", "points": [[490, 638], [889, 638], [889, 993], [490, 993]]}, {"transcription": "SL", "points": [[491, 1081], [888, 1081], [888, 1449], [491, 1449]]}, {"transcription": "PL", "points": [[1431, 885], [1831, 885], [1831, 1253], [1431, 1253]]}]
23.jpg	[{"transcription": "call", "points": [[149, 535], [185, 535], [185, 566], [149, 566]]}, {"transcription": "R", "points": [[118, 616], [153, 616], [153, 649], [118, 649]]}, {"transcription": "10", "points": [[177, 650], [216, 650], [216, 687], [177, 687]]}, {"transcription": "9", "points": [[117, 657], [153, 657], [153, 692], [117, 692]]}, {"transcription": "8", "points": [[179, 692], [213, 692], [213, 728], [179, 728]]}, {"transcription": "7", "points": [[116, 701], [150, 701], [150, 733], [116, 733]]}, {"transcription": "6", "points": [[181, 736], [212, 736], [212, 768], [181, 768]]}, {"transcription": "empty", "points": [[117, 743], [149, 743], [149, 768], [117, 768]]}, {"transcription": "led", "points": [[93, 132], [245, 132], [245, 427], [93, 427]]}, {"transcription": "B2", "points": [[286, 86], [309, 86], [309, 109], [286, 109]]}, {"transcription": "B1", "points": [[363, 91], [386, 91], [386, 115], [363, 115]]}, {"transcription": "1", "points": [[437, 96], [459, 96], [459, 119], [437, 119]]}, {"transcription": "2", "points": [[509, 102], [530, 102], [530, 124], [509, 124]]}, {"transcription": "3", "points": [[576, 108], [598, 108], [598, 130], [576, 130]]}, {"transcription": "4", "points": [[642, 113], [662, 113], [662, 135], [642, 135]]}, {"transcription": "5", "points": [[704, 118], [724, 118], [724, 138], [704, 138]]}, {"transcription": "6", "points": [[763, 121], [783, 121], [783, 142], [763, 142]]}, {"transcription": "8", "points": [[877, 129], [895, 129], [895, 149], [877, 149]]}, {"transcription": "9", "points": [[931, 133], [948, 133], [948, 152], [931, 152]]}, {"transcription": "10", "points": [[982, 136], [1001, 136], [1001, 155], [982, 155]]}, {"transcription": "R", "points": [[1032, 140], [1052, 140], [1052, 158], [1032, 158]]}, {"transcription": "led", "points": [[1079, 184], [1198, 184], [1198, 407], [1079, 407]]}, {"transcription": "call", "points": [[1156, 479], [1180, 479], [1180, 505], [1156, 505]]}, {"transcription": "R", "points": [[1150, 539], [1173, 539], [1173, 562], [1150, 562]]}, {"transcription": "10", "points": [[1187, 565], [1211, 565], [1211, 589], [1187, 589]]}, {"transcription": "9", "points": [[1156, 568], [1178, 568], [1178, 591], [1156, 591]]}, {"transcription": "8", "points": [[1192, 595], [1215, 595], [1215, 619], [1192, 619]]}, {"transcription": "7", "points": [[1161, 597], [1182, 597], [1182, 623], [1161, 623]]}, {"transcription": "6", "points": [[1198, 624], [1222, 624], [1222, 649], [1198, 649]]}, {"transcription": "4", "points": [[1203, 654], [1226, 654], [1226, 679], [1203, 679]]}, {"transcription": "empty", "points": [[1166, 629], [1188, 629], [1188, 651], [1166, 651]]}, {"transcription": "3", "points": [[1170, 658], [1194, 658], [1194, 683], [1170, 683]]}, {"transcription": "2", "points": [[1208, 684], [1232, 684], [1232, 710], [1208, 710]]}, {"transcription": "1", "points": [[1176, 688], [1199, 688], [1199, 714], [1176, 714]]}, {"transcription": "B", "points": [[1215, 716], [1235, 716], [1235, 739], [1215, 739]]}, {"transcription": "B", "points": [[1182, 721], [1203, 721], [1203, 743], [1182, 743]]}, {"transcription": "empty", "points": [[820, 123], [842, 123], [842, 146], [820, 146]]}]
24.jpg	[{"transcription": "alarm", "points": [[721, 109], [877, 109], [877, 267], [721, 267]]}, {"transcription": "7", "points": [[888, 326], [1038, 326], [1038, 482], [888, 482]]}, {"transcription": "6", "points": [[895, 549], [1045, 549], [1045, 701], [895, 701]]}, {"transcription": "5", "points": [[903, 774], [1055, 774], [1055, 926], [903, 926]]}, {"transcription": "4", "points": [[916, 993], [1062, 993], [1062, 1145], [916, 1145]]}, {"transcription": "3", "points": [[573, 339], [729, 339], [729, 494], [573, 494]]}, {"transcription": "2", "points": [[582, 564], [737, 564], [737, 721], [582, 721]]}, {"transcription": "1", "points": [[593, 786], [749, 786], [749, 939], [593, 939]]}, {"transcription": "B1", "points": [[606, 1006], [759, 1006], [759, 1159], [606, 1159]]}, {"transcription": "open", "points": [[922, 1211], [1068, 1211], [1068, 1358], [922, 1358]]}, {"transcription": "close", "points": [[621, 1221], [763, 1221], [763, 1363], [621, 1363]]}]
26.jpg	[{"transcription": "2", "points": [[85, 59], [147, 59], [147, 136], [85, 136]]}, {"transcription": "1", "points": [[83, 142], [152, 142], [152, 225], [83, 225]]}, {"transcription": "0", "points": [[83, 226], [157, 226], [157, 312], [83, 312]]}, {"transcription": "open", "points": [[12, 350], [80, 350], [80, 439], [12, 439]]}, {"transcription": "close", "points": [[150, 321], [208, 321], [208, 404], [150, 404]]}, {"transcription": "alarm", "points": [[85, 334], [146, 334], [146, 421], [85, 421]]}, {"transcription": "0", "points": [[320, 53], [452, 53], [452, 201], [320, 201]]}, {"transcription": "12", "points": [[302, 318], [417, 318], [417, 436], [302, 436]]}]
28.jpg	[{"transcription": "2", "points": [[84, 43], [323, 43], [323, 277], [84, 277]]}, {"transcription": "empty", "points": [[345, 47], [588, 47], [588, 301], [345, 301]]}, {"transcription": "1", "points": [[665, 345], [898, 345], [898, 556], [665, 556]]}, {"transcription": "empty", "points": [[925, 352], [1144, 352], [1144, 570], [925, 570]]}, {"transcription": "0", "points": [[97, 323], [335, 323], [335, 534], [97, 534]]}, {"transcription": "empty", "points": [[352, 333], [573, 333], [573, 545], [352, 545]]}]
30.jpg	[{"transcription": "1", "points": [[218, 249], [272, 249], [272, 318], [218, 318]]}, {"transcription": "2", "points": [[274, 256], [333, 256], [333, 325], [274, 325]]}, {"transcription": "3", "points": [[332, 263], [393, 263], [393, 334], [332, 334]]}, {"transcription": "4", "points": [[220, 324], [271, 324], [271, 390], [220, 390]]}, {"transcription": "5", "points": [[274, 332], [329, 332], [329, 404], [274, 404]]}, {"transcription": "6", "points": [[329, 338], [389, 338], [389, 411], [329, 411]]}, {"transcription": "7", "points": [[220, 396], [273, 396], [273, 463], [220, 463]]}, {"transcription": "8", "points": [[273, 407], [327, 407], [327, 473], [273, 473]]}, {"transcription": "9", "points": [[330, 416], [385, 416], [385, 480], [330, 480]]}, {"transcription": "led", "points": [[206, 51], [420, 51], [420, 195], [206, 195]]}]
32.jpg	[{"transcription": "10", "points": [[714, 291], [793, 291], [793, 316], [714, 316]]}, {"transcription": "5", "points": [[719, 426], [797, 426], [797, 449], [719, 449]]}, {"transcription": "9", "points": [[715, 318], [794, 318], [794, 343], [715, 343]]}, {"transcription": "8", "points": [[716, 344], [796, 344], [796, 369], [716, 369]]}, {"transcription": "7", "points": [[717, 371], [796, 371], [796, 396], [717, 396]]}, {"transcription": "6", "points": [[718, 398], [795, 398], [795, 422], [718, 422]]}, {"transcription": "4", "points": [[719, 452], [798, 452], [798, 475], [719, 475]]}, {"transcription": "3", "points": [[721, 477], [799, 477], [799, 502], [721, 502]]}, {"transcription": "2", "points": [[721, 502], [799, 502], [799, 528], [721, 528]]}, {"transcription": "1", "points": [[723, 531], [799, 531], [799, 556], [723, 556]]}, {"transcription": "B1", "points": [[725, 558], [799, 558], [799, 581], [725, 581]]}, {"transcription": "text_close", "points": [[714, 237], [792, 237], [792, 262], [714, 262]]}, {"transcription": "text_blur", "points": [[713, 211], [792, 211], [792, 235], [713, 235]]}, {"transcription": "empty", "points": [[756, 101], [783, 101], [783, 118], [756, 118]]}, {"transcription": "call", "points": [[711, 97], [746, 97], [746, 121], [711, 121]]}]
34.jpg	[{"transcription": "17", "points": [[521, 1], [636, 1], [636, 103], [521, 103]]}, {"transcription": "16", "points": [[292, 1], [419, 1], [419, 109], [292, 109]]}, {"transcription": "15", "points": [[51, 1], [182, 1], [182, 122], [51, 122]]}, {"transcription": "14", "points": [[533, 124], [640, 124], [640, 227], [533, 227]]}, {"transcription": "13", "points": [[317, 134], [432, 134], [432, 241], [317, 241]]}, {"transcription": "12", "points": [[85, 145], [207, 145], [207, 260], [85, 260]]}, {"transcription": "11", "points": [[546, 249], [643, 249], [643, 346], [546, 346]]}, {"transcription": "10", "points": [[339, 262], [445, 262], [445, 365], [339, 365]]}, {"transcription": "9", "points": [[116, 281], [232, 281], [232, 383], [116, 383]]}, {"transcription": "8", "points": [[553, 362], [652, 362], [652, 455], [553, 455]]}, {"transcription": "7", "points": [[355, 382], [460, 382], [460, 471], [355, 471]]}, {"transcription": "6", "points": [[143, 401], [256, 401], [256, 496], [143, 496]]}, {"transcription": "5", "points": [[559, 465], [654, 465], [654, 554], [559, 554]]}, {"transcription": "4", "points": [[371, 491], [469, 491], [469, 576], [371, 576]]}, {"transcription": "3", "points": [[171, 512], [275, 512], [275, 602], [171, 602]]}, {"transcription": "2", "points": [[567, 563], [657, 563], [657, 645], [567, 645]]}, {"transcription": "G", "points": [[385, 586], [485, 586], [485, 670], [385, 670]]}, {"transcription": "B", "points": [[191, 612], [297, 612], [297, 696], [191, 696]]}, {"transcription": "alarm", "points": [[574, 691], [661, 691], [661, 767], [574, 767]]}]
35.jpg	[{"transcription": "20", "points": [[550, 65], [605, 65], [605, 123], [550, 123]]}, {"transcription": "19", "points": [[445, 65], [500, 65], [500, 122], [445, 122]]}, {"transcription": "18", "points": [[652, 137], [707, 137], [707, 191], [652, 191]]}, {"transcription": "17", "points": [[550, 135], [604, 135], [604, 192], [550, 192]]}, {"transcription": "16", "points": [[446, 133], [501, 133], [501, 191], [446, 191]]}, {"transcription": "15", "points": [[652, 202], [708, 202], [708, 259], [652, 259]]}, {"transcription": "14", "points": [[551, 203], [605, 203], [605, 257], [551, 257]]}, {"transcription": "12", "points": [[448, 201], [502, 201], [502, 257], [448, 257]]}, {"transcription": "11", "points": [[653, 268], [707, 268], [707, 325], [653, 325]]}, {"transcription": "10", "points": [[551, 269], [607, 269], [607, 324], [551, 324]]}, {"transcription": "9", "points": [[450, 269], [503, 269], [503, 324], [450, 324]]}, {"transcription": "8", "points": [[651, 334], [707, 334], [707, 390], [651, 390]]}, {"transcription": "7", "points": [[552, 334], [608, 334], [608, 389], [552, 389]]}, {"transcription": "blur", "points": [[451, 335], [504, 335], [504, 388], [451, 388]]}, {"transcription": "I", "points": [[654, 399], [704, 399], [704, 452], [654, 452]]}, {"transcription": "G", "points": [[553, 400], [607, 400], [607, 452], [553, 452]]}, {"transcription": "E", "points": [[450, 398], [508, 398], [508, 453], [450, 453]]}, {"transcription": "0", "points": [[653, 463], [708, 463], [708, 517], [653, 517]]}, {"transcription": "empty", "points": [[554, 464], [606, 464], [606, 517], [554, 517]]}, {"transcription": "1", "points": [[454, 465], [505, 465], [505, 515], [454, 515]]}, {"transcription": "blur", "points": [[653, 577], [705, 577], [705, 632], [653, 632]]}, {"transcription": "close", "points": [[454, 579], [507, 579], [507, 634], [454, 634]]}, {"transcription": "unknown", "points": [[154, 62], [207, 62], [207, 119], [154, 119]]}, {"transcription": "unknown", "points": [[156, 133], [210, 133], [210, 185], [156, 185]]}, {"transcription": "unknown", "points": [[159, 202], [214, 202], [214, 251], [159, 251]]}, {"transcription": "unknown", "points": [[162, 268], [213, 268], [213, 318], [162, 318]]}, {"transcription": "unknown", "points": [[164, 334], [217, 334], [217, 384], [164, 384]]}, {"transcription": "unknown", "points": [[169, 399], [217, 399], [217, 452], [169, 452]]}, {"transcription": "unknown", "points": [[168, 465], [221, 465], [221, 518], [168, 518]]}, {"transcription": "unknown", "points": [[173, 580], [226, 580], [226, 633], [173, 633]]}]
37.jpg	[{"transcription": "keyhole", "points": [[226, 127], [282, 127], [282, 178], [226, 178]]}, {"transcription": "empty", "points": [[393, 54], [449, 54], [449, 105], [393, 105]]}]
39.jpg	[{"transcription": "led", "points": [[565, 249], [708, 249], [708, 302], [565, 302]]}, {"transcription": "call", "points": [[559, 158], [626, 158], [626, 195], [559, 195]]}, {"transcription": "CH", "points": [[805, 140], [879, 140], [879, 206], [805, 206]]}, {"transcription": "open", "points": [[725, 254], [786, 254], [786, 306], [725, 306]]}, {"transcription": "close", "points": [[807, 256], [868, 256], [868, 308], [807, 308]]}, {"transcription": "9", "points": [[801, 333], [865, 333], [865, 388], [801, 388]]}, {"transcription": "8", "points": [[721, 331], [784, 331], [784, 388], [721, 388]]}, {"transcription": "7", "points": [[644, 332], [704, 332], [704, 384], [644, 384]]}, {"transcription": "6", "points": [[564, 330], [628, 330], [628, 384], [564, 384]]}, {"transcription": "5", "points": [[796, 412], [863, 412], [863, 467], [796, 467]]}, {"transcription": "4", "points": [[717, 411], [784, 411], [784, 465], [717, 465]]}, {"transcription": "3", "points": [[638, 411], [707, 411], [707, 463], [638, 463]]}, {"transcription": "2", "points": [[564, 408], [627, 408], [627, 462], [564, 462]]}, {"transcription": "1", "points": [[716, 487], [782, 487], [782, 539], [716, 539]]}, {"transcription": "B1", "points": [[640, 485], [705, 485], [705, 538], [640, 538]]}, {"transcription": "B2", "points": [[567, 482], [629, 482], [629, 536], [567, 536]]}]
40.jpg	[{"transcription": "CH", "points": [[413, 335], [487, 335], [487, 405], [413, 405]]}, {"transcription": "B2", "points": [[491, 334], [554, 334], [554, 396], [491, 396]]}, {"transcription": "text", "points": [[336, 320], [417, 320], [417, 405], [336, 405]]}, {"transcription": "down", "points": [[359, 188], [387, 188], [387, 216], [359, 216]]}, {"transcription": "B2", "points": [[417, 188], [444, 188], [444, 215], [417, 215]]}, {"transcription": "B1", "points": [[557, 333], [620, 333], [620, 395], [557, 395]]}, {"transcription": "1", "points": [[626, 333], [689, 333], [689, 395], [626, 395]]}, {"transcription": "2", "points": [[490, 240], [555, 240], [555, 303], [490, 303]]}, {"transcription": "3", "points": [[560, 239], [625, 239], [625, 302], [560, 302]]}, {"transcription": "4", "points": [[631, 239], [696, 239], [696, 302], [631, 302]]}, {"transcription": "B1", "points": [[471, 188], [498, 188], [498, 215], [471, 215]]}, {"transcription": "1", "points": [[525, 188], [552, 188], [552, 215], [525, 215]]}, {"transcription": "2", "points": [[579, 187], [606, 187], [606, 214], [579, 214]]}, {"transcription": "3", "points": [[633, 186], [660, 186], [660, 213], [633, 213]]}, {"transcription": "4", "points": [[687, 187], [714, 187], [714, 214], [687, 214]]}, {"transcription": "up", "points": [[745, 187], [772, 187], [772, 214], [745, 214]]}, {"transcription": "text", "points": [[719, 237], [784, 237], [784, 300], [719, 300]]}, {"transcription": "text", "points": [[711, 332], [776, 332], [776, 395], [711, 395]]}]
41.jpg	[{"transcription": "7", "points": [[277, 9], [372, 9], [372, 110], [277, 110]]}, {"transcription": "6", "points": [[276, 134], [368, 134], [368, 225], [276, 225]]}, {"transcription": "5", "points": [[278, 242], [360, 242], [360, 322], [278, 322]]}, {"transcription": "4", "points": [[28, 14], [136, 14], [136, 118], [28, 118]]}, {"transcription": "3", "points": [[43, 142], [147, 142], [147, 236], [43, 236]]}, {"transcription": "2", "points": [[58, 252], [152, 252], [152, 339], [58, 339]]}, {"transcription": "1", "points": [[157, 13], [255, 13], [255, 114], [157, 114]]}, {"transcription": "s", "points": [[165, 138], [258, 138], [258, 229], [165, 229]]}, {"transcription": "0", "points": [[169, 245], [262, 245], [262, 335], [169, 335]]}, {"transcription": "-1", "points": [[176, 344], [260, 344], [260, 423], [176, 423]]}]
44.jpg	[{"transcription": "up", "points": [[742, 768], [1099, 768], [1099, 1028], [742, 1028]]}, {"transcription": "down", "points": [[755, 1055], [1085, 1055], [1085, 1290], [755, 1290]]}, {"transcription": "down", "points": [[768, 1], [1049, 1], [1049, 174], [768, 174]]}]
